ld8,H_all1,H_all2,H_all3,H_all4,H_all5,H_all6,H_all7,H_all8,H_all9,H_all10,H_all11,H_all12,H_all13
11708_20181112,1.60792975352813,1.59475654271092,1.40796975682546,1.30273827977724,1.67052565568386,1.58898577080805,1.54718434249807,1.18527647566204,1.43980330988768,1.25694388560553,1.31461138735352,1.31078663132449,1.4931577150823
11709_20181129,1.47250157780314,1.3499979914681,1.18596360326586,1.3052714908975,1.21421148665238,1.36524873412183,1.47407473902954,1.51750771342985,1.23281288055796,1.17215609902728,1.4894851694516,1.40664662947728,1.24084259197011
11710_20200911,1.5730853934988,1.51946152921898,1.4084035253527,1.44324297143884,1.48573244569688,1.3596181516322,1.38193644515758,1.49188095564163,1.54423359694678,1.41579256647334,1.2595680048107,1.44890228862667,1.48171621043246
11711_20181119,1.49357787391016,1.49966313934344,1.42558213545991,1.52970567886813,1.52959593141408,1.38663714519316,1.54980988247385,1.39336964251937,1.36768021836644,1.47994197016584,1.42482407167524,1.13958990157217,1.5115945091736
11713_20181203,1.59825347357273,1.60555406352943,1.43664027803807,1.38034805696574,1.27267575939836,1.4304515489418,1.33214553834354,1.24278442176052,1.50746528898011,1.36531594996689,1.60953038068001,1.26533367525711,1.40799080786165
11713_20200821,1.50930964171928,1.39716544487722,1.43951780874259,1.40963895290911,1.57323092441566,1.42757536033518,1.50407549383559,1.47514118523724,1.4290108926011,1.62090921015696,1.352916857385,1.42952037535288,1.51029128652867
11713_20211108,1.49351371282167,1.59577834817826,1.56563653735314,1.5513745551266,1.34584366737078,1.40460423650866,1.40229842329553,1.44961511098725,1.46290745463242,1.37924486808739,1.48399361742474,1.53945698192272,1.64807626146886
11715_20190125,1.2718442812314,1.42600841915351,1.25166493846604,1.1978708373582,1.26049741702016,1.16054699273482,1.47465007384992,1.4788802919301,1.18017927070331,1.08332141999926,1.09911465824161,1.1921670984418,1.04311028863685
11715_20210213,1.41203702910843,1.25932447785198,1.31535076937514,1.51054836820063,1.37792953609714,1.34973888938625,1.60681234208396,1.37099887203401,1.55198790226455,1.53026874606206,1.5041572281048,1.54464126753526,1.4608232808138
11716_20181129,1.55667238872243,1.38664334828673,1.34717451377688,1.31339318309491,1.57277825665747,1.59653322190724,1.35657742731084,1.13851343439272,1.37097903749598,1.29093577958021,1.21066704561039,1.24711094777914,1.32364583317975
11716_20200921,1.426960426423,1.60992924569377,1.36576949558596,1.44862057430756,1.40688777411019,1.4766686464675,1.51632024157067,1.49726935293069,1.16197960466988,1.4056111241868,1.21141739381685,1.55362438358749,1.40545964123653
11718_20190112,1.32296536306943,1.26637149804589,1.24035596378883,1.42455140649556,1.29445610528726,1.31791191926169,1.55803717119414,1.26021724396534,1.27143266194923,1.11301274818078,1.17664174637851,1.16440493187775,1.3100152169015
11718_20201023,1.34838447467272,1.3830586242956,1.54067407264581,1.36177404861849,1.20577311007858,1.57595944139954,1.29219652260072,1.40893097736388,1.21795185369948,1.43458985955874,1.27523272774497,1.2777809914566,1.39894546838897
11722_20181210,1.44976122727958,1.34978215059809,1.48137315204116,1.29639573811668,1.45217353498856,1.47738359952719,1.40086500296853,1.46274233850744,1.29568047109929,1.24416980969465,1.28711012537945,1.48596945204713,1.45673851691591
11723_20181217,1.21326563137939,1.24676456375214,1.22240099929619,1.19132397313496,1.15284633971623,1.21118100144438,1.06347569642656,0.947969384999362,0.933795876655165,1.08570107503583,1.00387136895046,1.23263413956862,1.01185608765063
11724_20190104,1.22591850967592,1.03006525268758,1.16957018852647,1.00894090053762,1.27549140973201,1.15453764651131,1.30721280064428,1.25999872138867,1.28235620086841,0.922775755786397,1.0904105367775,1.01302835951542,1.18600525735631
11724_20201116,1.33151969324931,1.1905415930012,1.40515268681581,1.346059290343,1.187912760896,1.13040323093734,1.38271483203041,1.24983568224016,1.33541444286592,1.44269111345246,1.24223945917551,1.29187586987061,1.49055635617477
11725_20181214,1.24625617994596,1.42559117342489,1.45526078105888,1.34777370601892,1.35935893966236,1.32607809639419,1.21997821553426,1.08130894854574,1.16469418001847,1.17373177095904,1.43326751800274,1.34162156834015,1.40327215924857
11725_20200724,1.73148842851472,1.35837867643987,1.51255530765715,1.41786856827331,1.3179077877097,1.42559000151574,1.45668000283499,1.4170426382011,1.49695216860462,1.40397374703768,1.37611698653512,1.63147725876673,1.35236432244297
11725_20211029,1.46181686692121,1.4447443925583,1.38790709466217,1.42704968886705,1.46396022663882,1.47072466082106,1.35920045134071,1.25528749322835,1.33913866093546,1.35985216481951,1.43084478809207,1.27060387927648,1.20024542179344
11726_20190111,1.49390624660741,1.40234413789281,1.37831167691823,1.31493257113053,1.3067205080638,1.52132007331887,1.35259188686564,1.3686707097273,1.26648469921043,1.15738980813636,1.23481710466256,1.19937854448318,1.50170096592947
11727_20181214,1.64618644121115,1.50763709856514,1.41234393605265,1.3802043889295,1.5326731030869,1.44896558719148,1.46677197995683,1.37982210599936,1.27312380476955,1.36463269201682,1.41844954671941,1.31576625933563,1.40557463883547
11727_20201008,1.39934917016919,1.35235103600111,1.44800154975012,1.43765785635928,1.37856198202915,1.22652236257259,1.40134363690773,1.33453957619179,1.32583405623457,1.39151686941723,1.42584078383513,1.59496362221092,1.49771618784428
11728_20190114,1.49186054402452,1.37426521803542,1.48703000455106,1.46360223345502,1.30527184742051,1.50864699756597,1.38362263601794,1.43591342916662,1.41269723497743,1.47042144703903,1.42099297172261,1.52637999847884,1.22739549442483
11728_20210409,1.65647064388468,1.61419502477187,1.48406849571436,1.39367138735388,1.37057529946058,1.52122085846791,1.4550279378226,1.31361586106517,1.56488829894318,1.2827543841118,1.36310151223807,1.26754141188733,1.43775709140062
11729_20190125,1.50395580927406,1.56120875060354,1.49671452870418,1.45998960531926,1.62556047238211,1.60238996169593,1.58184752027328,1.33929021449862,1.39212110762387,1.62687448914252,1.1888187692334,1.43761875903265,1.52986889143927
11731_20190201,1.41213416475964,1.02219862565024,1.2904731749637,1.18372129229128,1.15518566872617,1.26487313677198,1.50138745434287,1.22616209267921,1.50960739738152,1.29259630363273,1.06671424316326,1.11768880917001,1.01512898661527
11731_20200828,1.55290748745034,1.57337888241167,1.35503669520176,1.21373305343421,1.57676756929667,1.67121184049838,1.47868372979209,1.24350655875994,1.45242049322359,1.5404568131842,1.06400691983189,1.14784174354296,1.44883824356669
11732_20190204,1.46757467953303,1.41388756379125,1.44316613027751,1.52301843095148,1.44544027822742,1.26961785606476,1.4236580096468,1.33679339556781,1.48309948305489,1.31573550313925,1.02016852634447,1.12094214707055,1.41967930977118
11732_20210619,1.25784850432631,1.39546106096217,1.5418887113061,1.25883783257988,1.38930917896132,1.32333475358739,1.14932047753384,1.13718488507218,1.31907479736969,1.41235841950665,1.29782121661804,1.3424997811994,1.30357151041065
11733_20190104,1.45220847323573,1.44741186283194,1.27869186048363,1.08653259418075,1.35509786960875,1.16132288741026,1.2690116250456,1.07694079496613,1.30729745897003,1.0162666586477,0.804982219468114,1.11881366861333,1.18238335938745
11734_20190128,1.46965586155489,1.22039283874333,1.36743502159524,1.40031213034669,1.33196782975603,1.40479614786172,1.41889431747887,1.41153099220064,1.50502201126741,1.38632576003823,1.41262547494407,1.46921036653419,1.24123650089343
11734_20201029,1.54392118604481,1.64087338725563,1.58001108960409,1.57735962335373,1.34991314628655,1.32369507928847,1.46326810775662,1.47987045569958,1.41629092593617,1.52924900365993,1.45502612767792,1.53828248809184,1.45542003703125
11735_20190719,1.31657802527732,1.20311801387421,1.27892151695097,1.17461450340292,1.24567750918913,1.42903485382718,1.35395482555524,1.19935138932801,1.45125436237785,1.38385598336328,1.03575644679929,1.1425856610047,1.04572503105419
11737_20190510,1.32512868006172,1.38563672247926,1.45881158897295,1.46714112880702,1.33680063447093,1.34099565618784,1.41388530691404,1.393594381496,1.36466888326487,1.40277043359964,1.19657794670979,1.19598304201251,1.41480371111147
11738_20190201,1.26898505464437,1.09552071881105,1.3704541045266,1.26737743665699,1.09742497124909,1.40999997447193,1.33988644047402,1.35444616828511,1.34923027795342,1.26578098473972,1.34687526073437,1.26395466398931,1.37789639284154
11742_20190412,1.36597184866715,1.52256865149019,1.39387000865742,1.60563613501995,1.46878089247424,1.27839042430606,1.27182525601093,1.36278037372535,1.47306670116398,1.28345063060763,1.49017503078486,1.47732523763725,1.47933485983297
11743_20190802,1.13653334533336,1.33742588466411,1.22470730998573,1.1750242218181,1.42471707218652,1.36348081124931,1.33526271477787,1.37476323407671,1.35818403627346,1.13129705748165,1.12922970392665,1.31570268915794,1.23967052094046
11747_20190412,1.23471123529474,1.31048726014942,1.33155952195697,1.42082338900371,1.44718107757682,1.49513402510125,1.35614026747542,1.48811587789241,1.31037886295493,1.27036504031388,1.42853418568101,1.45755128011115,1.36351010692935
11748_20190401,1.27628412046901,1.18407006089249,1.18084452124261,1.40396059315246,1.35154627739634,1.41189251155448,1.30415809154327,1.24171504937461,1.19194805048879,1.20277195610702,1.2889446381317,1.12724950221904,1.2159986152443
11750_20190315,1.47101987066656,1.43300441601741,1.26021346630747,1.4842500343111,1.42208253059095,1.43350599171508,1.40614696822331,1.35155815904361,1.55109845716715,1.65930387613513,1.39175009030749,1.27538398124541,1.38120206461898
11750_20201023,1.33160747690179,1.42321486459572,1.5158257062613,1.45904986977039,1.42328025811793,1.36650202586205,1.29897237715217,1.32994475585504,1.32463183831581,1.19247859855692,1.18039758672615,1.2287827520191,1.43584423536818
11751_20190228,1.3653061431694,1.3684599091033,1.25633393160281,1.34793143772506,1.37982028418426,1.4932652479625,1.44131857438533,1.10104526917771,1.43973816441714,1.3852961699998,1.18185497815258,1.15880480373262,1.2315747425565
11751_20201105,1.49685652150172,1.64011837841275,1.43260029074253,1.57354970491831,1.37321753258509,1.53727258550016,1.39742040374621,1.50352654870955,1.31201662392498,1.5934918127234,1.39276338215611,1.48529625930554,1.55845480873885
11752_20190315,1.26144171248002,1.12804885035112,1.08072587926627,1.04401183556536,1.26562661861963,1.04465834104125,1.19249210008559,1.19644166933612,1.09679755682897,1.04183164025718,1.15292217562509,1.21879583319323,1.20741865182928
11752_20201016,1.19725504604161,1.18519869707637,1.51487093594357,1.13816735874087,1.27449208223617,1.27139605105137,1.29951760194017,1.32725251371224,1.10406744810433,1.20612845957729,1.04191607555769,1.16604919287786,1.15010290444117
11753_20201009,1.47792672306207,1.48273683629962,1.36799607213088,1.52855492719088,1.49302928917778,1.49202867608802,1.47847270673498,1.34760716903282,1.5443125410788,1.45115950847074,1.50379070958193,1.43348634375593,1.4231110358039
11754_20210823,1.4434859787654,1.41145112800754,1.38927723458353,1.31498961207223,1.48423652321808,1.47168260897573,1.36119077081711,1.25487838824659,1.47024252670005,1.40684658552492,1.48599538316259,1.21831267622595,1.46301598919823
11756_20201019,1.50587052420055,1.16526855750669,1.14970906957946,1.41025530097605,1.4249526034567,1.40331619969895,1.15408327750139,1.08300501363565,1.23652502917359,1.31540144845859,1.20878666604056,1.38148658387822,1.31375477348188
11757_20190322,1.67302567641141,1.40599586723903,1.51256407651154,1.40398659774139,1.48686714897329,1.5641822191975,1.5265129026566,1.40072116233805,1.51413262268612,1.35185597592028,1.44225167922515,1.41740647385371,1.52674124457954
11757_20200918,1.49996404337642,1.55153050193267,1.49652521827583,1.29357514039404,1.38224068645368,1.45884072365031,1.44143859908151,1.20447972204318,1.41984458148154,1.41487296037155,1.42238479281483,1.39674152667714,1.50242595836591
11758_20190422,1.16111751158317,1.18603046660765,1.22240236606135,1.08347955055933,1.35763240051053,1.28346432040998,1.34325229709138,0.989519638668449,1.28509420786579,1.18662200159967,1.33539294929935,1.12159736504296,1.20147940692881
11759_20190823,1.09269623753564,1.13347475516419,1.3415753001511,1.06529139797469,1.23587977764922,1.42972502774177,1.14036531769578,1.3355646296766,1.21847064393649,1.15928139128863,1.29796865464412,1.18000529778535,1.21429905086104
11760_20190311,1.18651776031343,1.39574629545309,1.17898187510212,0.946377920595237,1.13821417887547,1.35473618689802,1.24641480218084,1.17006622723748,1.19525795484512,1.19754162443887,0.990294281219755,1.23026243019345,1.20383272846786
11760_20210423,1.3049352201764,1.36126234743251,1.52618195349869,1.41165858214856,1.44197718017106,1.41641290724303,1.50555915977013,1.20079033294569,1.45126010767551,1.25955384296606,1.11821547778276,1.24196195725947,1.43424081528466
11761_20190415,1.23669373179692,1.35955256067456,1.38035393198951,1.35726558218112,1.46497271211352,1.09704639132914,1.21438864648471,1.08783706120151,1.34399913417464,1.20305110906979,1.32006216165977,1.21168326631496,1.41304606465465
11765_20190816,1.26181140044203,1.31183917627121,1.21696398124783,1.13560769760009,1.1152067223743,1.15565983178844,1.37599571083497,1.15553826564904,1.23158571317487,1.31311942092214,1.21043341290931,1.05522745639961,1.30338594285688
11766_20191025,1.34001217764768,0.99855197436607,1.18186304218715,1.12719554051632,0.98821123082036,1.09898970908927,1.04716568079337,1.05845929948253,0.982457177346284,1.24260444813624,0.919669714008423,1.28826088178174,0.912096780902409
11767_20190729,1.33386766273524,1.20146387203242,1.00328611156995,1.28005531679468,1.18449502980691,0.983595143994633,1.32358871028705,1.34321285208723,1.04324925378033,1.12219955645668,1.20953708054781,1.30386593468172,1.18122975315687
11769_20190405,1.12084114075904,1.18459230036706,1.23864278988046,1.10259645568156,1.01257115323517,1.1781837149465,1.23980311497405,0.979695496093156,1.06078879147021,1.04825303244384,1.26494821393128,0.952877072036779,0.934725388965646
11770_20190722,1.30656175534331,1.40308787494385,1.31208292228478,1.34104935106442,1.46153305158192,1.26058744700306,1.32185687889045,1.22779310972793,1.20714763639165,1.25899355983114,1.24831272879682,1.31946879541726,1.37623765532973
11770_20210514,1.57980068744737,1.56915557183573,1.47219616771658,1.5508352159932,1.53288076109927,1.36982739878669,1.40789572373803,1.38206088780704,1.44734418486036,1.61611429995064,1.49029386752762,1.36812990366339,1.32551049442082
11776_20190712,1.22892092490814,1.30911676171859,1.29006947626403,1.29500019817091,1.30734272715251,1.39946737741417,1.3591550570284,1.1897574546473,1.23451519614692,1.34896272714704,1.22157586937564,1.23951328919933,1.29168718031465
11779_20191028,1.2388699820611,1.2511858307043,1.12978577083894,1.25201442892986,1.22205503984214,1.39399779376728,1.39175910362794,1.30165173376641,1.34419848777109,1.38621058497659,1.06314229900051,1.07524938707064,0.978571969521633
11779_20211101,1.28462673783893,1.43137431332716,1.54447194276026,1.16456349318749,1.42186727203155,1.60906630211977,1.16014333542704,0.985014765043111,1.35366257677217,1.29042507734298,1.19987201379833,1.09955403365245,1.14036632219093
11780_20190805,1.54213218282611,1.28478471195394,1.28783207137195,1.21378812106819,1.46102678068208,1.59878362680836,1.35496274080089,1.33112736995172,1.52778086282014,1.29695586188769,1.18407992047944,1.27839228567938,1.19886890921046
11781_20190823,1.70178645294133,1.424344817253,1.49347923160119,1.5567678678324,1.57949794312609,1.43044400472563,1.55758043676735,1.24074190700092,1.24508034227683,1.34851097735199,1.28238371796555,1.38758443305777,1.42017285660406
11781_20210614,1.48354450981315,1.49210990691525,1.40501641559698,1.60364321107467,1.45689923688113,1.45483248858556,1.25977416134162,1.46243560302629,1.34135073431739,1.36357573170952,1.4554890933159,1.58755039646346,1.66311818906446
11782_20190930,1.11864412118907,1.30580412171326,1.21315326984821,1.20992180399666,1.32647751895936,0.965973917483118,1.24283519064803,1.29587677800358,1.30136916384148,1.22039301096593,1.227374720965,1.30550532947798,1.10799222849216
11784_20190906,1.35938369218875,1.49870120050855,1.30539292874444,1.31710204546749,1.40165663162049,1.53125415638014,1.42796148468066,1.16854535856512,1.2865293836479,1.36166723373996,1.38411138084158,1.24221152882407,1.36900474587829
11785_20200110,1.14561671714741,1.16279094473157,1.09953626873377,1.09917053542462,1.19051626680336,0.917920981419152,0.973831740167545,1.09306784380971,1.04316410923151,1.21037151299304,1.14816061781347,1.2356641049479,1.26100284264674
11786_20190830,1.21855486123105,1.23743529766961,1.34311198417417,1.10146100399578,1.16533969487497,1.24278869565456,1.08434800698174,1.10903536436707,0.890661971305124,1.22688581298612,1.00943927778548,0.920686251763851,1.2635661354633
11787_20191021,1.48148084598755,1.43575191906023,1.37423741516419,1.47835506980308,1.21575687527952,1.45270628505674,1.38102161843457,1.26135074850004,1.59028623496071,1.41451479881249,1.49355940546863,1.53972337731294,1.2030492536286
11788_20200117,1.48652311101066,1.26873934503725,1.36841540837346,1.50953750295189,1.46178964823874,1.32920244521411,1.41567377662996,1.24973236150893,1.51515365155964,1.42158410706434,1.27874739142484,1.09277316956262,1.38788927384456
11788_20210724,1.54395717890301,1.43431580940702,1.26899977792327,1.35768624724129,1.41303885752169,1.57769392541822,1.43595333357256,1.1301152974208,1.38603755030301,1.18700036882196,1.37447081480293,1.48197035836527,1.36249996983767
11789_20191028,1.16796587782774,1.01160378323761,1.10462231771321,1.12133477379878,1.23885301397688,1.19215407945387,1.14082712267842,1.30594388596826,1.22836843553505,1.10241822672951,0.933549805638734,1.2736181121419,1.0018518662302
11790_20210430,1.56863597015414,1.50816571158973,1.41271713398799,1.54409998163108,1.39637658358646,1.43127874266778,1.35528508310832,1.28695202724928,1.40257980629855,1.3379142981698,1.07871167218897,1.19020601737347,1.45115561398729
11791_20191101,1.12745942174521,1.21529769271996,1.20871852429455,1.21901340691055,1.03904684750489,1.11377870588078,1.1384132340653,1.1536711759592,1.16611098227167,1.07636547115952,1.02425660282024,1.22501815006876,1.17723600013512
11793_20190905,1.23729951493582,1.27410875800876,1.10671570332976,1.22136168632625,1.35821550735055,1.29819647856315,1.25681237502775,1.45704021360994,1.09227815426021,1.28168878392283,1.16401508366341,1.14520130889687,1.14074765407654
11794_20191125,1.14060744174207,1.4343534187488,0.822567940399888,1.19740546467434,1.29614028699583,1.41876338893159,1.15749370882412,0.974287048255747,1.10878592206169,1.11890126591571,1.14049707623396,1.21666751682405,1.22173156221951
11795_20190920,1.36608931203582,1.47371319515685,1.27205646713367,1.49942543660814,1.55023303514249,1.29192472998057,1.48676584492811,1.51867162003694,1.28143901815265,1.35933449299321,1.3844619232866,1.41993305366803,1.28500604721468
11796_20190819,1.28766995611498,1.34236528154912,1.24229940006231,1.1526042884462,1.38550263077277,1.28674125995804,1.27106905274154,1.11607266437183,1.43133918263995,1.29257416527355,1.22688891580353,1.31894367156241,1.48796677585953
11798_20190809,1.40966228187681,1.62136003948138,1.35401108144438,1.37254414460627,1.34753627509737,1.3559536982349,1.50671024793164,1.17706715961901,1.45043279986571,1.34289180699739,1.51616327288006,1.51406504923483,1.39540420994153
11798_20210731,1.45448483570709,1.41398284707958,1.53995520028819,1.61552086401672,1.44242230849918,1.331536734419,1.25448754428704,1.35625876404269,1.39803977835204,1.47260352846926,1.13650235755862,1.4414197366409,1.33616110947408
11799_20210621,1.51784402096328,1.42056823208731,1.52056136768782,1.50664725416882,1.27366772519465,1.39794101907791,1.39040506074231,1.38079544252271,1.29019747284629,1.30756392705725,1.32971152066345,1.27633802219766,1.57353247583035
11801_20190923,1.34616482934057,1.34330766248854,0.991295575443169,1.26126349439933,1.39122126773055,1.31418007285855,1.282480350061,1.19311131246211,1.1706757035729,1.31745253840705,1.31727812353172,1.37410144317618,1.36801411283372
11802_20190906,1.43881163753674,1.48727718443749,1.45690003161321,1.52723219059557,1.51701196248049,1.59817171187273,1.44379515646581,1.28150752286128,1.44140416616346,1.46873815649419,1.45836553909328,1.45715602417527,1.49989547761224
11802_20210618,1.24856480323391,1.21856389369587,1.28015087799601,0.975787623462342,1.53717736834839,1.34193282138348,1.3928037262344,1.189111663501,1.31935176876579,1.36162135050574,1.29228182870931,1.37673830786386,1.33554227744864
11803_20191007,1.40553248521227,1.50950837415437,1.41732995044887,1.46047864789924,1.24639244593072,1.48022003030736,1.50151820685325,1.20354161823471,1.33829904529468,1.23446615688422,1.48739263785522,1.40725679345107,1.18167897002287
11803_20210816,1.12367662037389,1.17955705104599,1.30708241899292,1.35563045158017,1.23743471004587,1.25531756512707,1.35038782696687,1.41320650546096,1.21717182032923,1.20667184057341,1.21689560692011,1.21229153815897,1.33000284373728
11805_20191004,1.39260015116887,1.40481059777253,1.47250657579141,1.41304511689292,1.3773854977612,1.44337314204435,1.46657465338188,1.46088899635098,1.68137001486091,1.51825168796134,1.41652539874608,1.404130469512,1.48521105867698
11806_20190913,1.50700577611632,1.44576441009835,1.41389722016407,1.39478967537837,1.54157895011143,1.59164656651966,1.44329678359077,1.2992344887951,1.43588017278958,1.37426627340406,1.42930225809524,1.52630133343611,1.39942701188574
11807_20200117,1.5164497054768,1.63109055373489,1.56647325396734,1.54278485863701,1.6672135347657,1.60220585286388,1.53648268488412,1.44287352408332,1.41883095840695,1.48313600185277,1.50992539557838,1.58624403452855,1.38598178321558
11807_20210820,1.47306091152123,1.43342787582566,1.55603234956397,1.51407054375282,1.48656248260534,1.4372573250778,1.24699099383726,1.29457512615878,1.24471421629448,1.34423609189838,1.50663171422388,1.63619630435144,1.62185647538354
11808_20200110,1.41039271975538,1.44845255034724,1.29944574863757,1.54150286221207,1.53498103756873,1.54388802062313,1.47640287965921,1.27997162163377,1.51653709247011,1.65726588225959,1.17269367844222,1.20396565006804,1.33154631378894
11810_20191212,1.23835358566305,1.06309453795064,1.11639393811111,1.06377230177289,1.40395393973802,1.19779538975761,1.11843751888386,1.41696695926215,1.26146798988485,1.26145502903238,1.45082680330661,1.33964337587129,1.19086875253126
11812_20200227,1.50972586806994,1.52283849687541,1.43456243495848,1.56411176068429,1.48739010405598,1.48408383821425,1.58992149084191,1.35486820413972,1.4087821781271,1.4194880907821,1.57887538431205,1.56816239544448,1.30891648890314
11813_20191219,1.07094539552007,1.20050145092995,1.05277902599448,0.946154341912061,1.24317806377972,1.09228968582051,1.20546649957878,1.35009569036139,1.34797998157452,1.1021527366447,1.23565873065298,1.12299136310326,1.04647223887913
11813_20210625,1.09562917545905,1.12945561568468,1.18084046465127,1.2677977315052,1.37126465741284,1.37942202110831,1.16964705477012,1.00824449969584,1.25442882110096,0.983982020760389,1.16043686813574,1.0291218651353,1.26788073790518
11815_20200214,1.4463113575572,1.47970872617234,1.6132155900178,1.5976394630993,1.45842699291119,1.38186289206311,1.61025821848891,1.25023679714217,1.29986142906282,1.47515343473753,1.59421004632741,1.46182027023143,1.43931819447576
11816_20200203,1.64752455256399,1.30467494735959,1.52816472390626,1.43529276848298,1.35509852534406,1.43203828959239,1.35491834882424,1.40569817214657,1.41202886606659,1.40177542980475,1.56488680400772,1.34522141989495,1.44002226985939
11821_20210521,1.16132087308339,1.08327136275557,1.16305723914423,1.14811581036299,1.2472087145191,1.36976121505611,1.37327542349685,1.16114129294334,1.11975322886784,1.22089934383983,1.03954490998125,1.0580789647133,1.14520695926866
11823_20210122,1.51379183953513,1.62104925380692,1.48687351600447,1.36006792379627,1.32773216257046,1.46726996716844,1.49978653197006,1.55571495972161,1.5701193505906,1.58065829119587,1.13085077110505,1.22744133454203,1.47840069601098
11824_20210522,1.31826920483326,1.09974835615721,1.26091985260091,1.14888526355203,0.996907321978339,1.18354451006517,1.2020441245207,1.2591825324579,1.3159189137613,1.16137450166097,0.949729200481651,0.959642554679685,1.09053967741141
11834_20210524,1.46947024720409,1.40188648802527,1.52572254597993,1.48401640203807,1.37731087583575,1.41761190204555,1.49004474251827,1.34746645012746,1.41580605901713,1.39639831116176,1.44608199980328,1.41012338839589,1.632812175519
11863_20210225,1.47044773374359,1.32343847980945,1.450118783154,1.40959168418854,1.28317318754556,1.21526562423818,1.52585650081523,1.35163983612152,1.51699830576524,1.46670848218439,1.04166413858053,1.38222267757311,1.57522918187957
11865_20210517,1.24289593413748,1.24127069997214,1.41517874259189,1.27260858038216,1.41176072187902,1.51474785328047,1.40243717211643,1.40177265221725,1.34741487436133,1.14981739011752,1.00387423298389,1.0845910243233,1.29105984887649
11867_20210424,1.29566136589077,1.40531738137613,1.25961662410215,1.3048187999001,1.07074347036348,1.12353120766961,1.3697236887073,1.2385929422798,1.16024429909977,1.3682020448068,1.07193451198002,1.07960144283932,1.55791909868467
11868_20211025,1.32662416207797,1.55389655747025,1.40133088226839,1.45039275258249,1.37948599634811,1.33234595183217,1.41414441601342,1.27392135582962,1.36662532856882,1.40634862476142,1.46491479777359,1.49408101947615,1.47824108544916
